Constructing Redis connection URL from environment variables (Protocol: redis).
Connecting to: redis://<username>:<password>@10.41.94.3:6379/0
[DataManager] Data source preference set to: redis
DataManager initialized with Redis client (connecting).
Attempting to connect to Redis...
Redis client is ready (from db.ts promise).
Redis client is ready.
removed: openai-t?-7b353836bca8 -> gpt-image-1 (not listed in /v1/models)
removed: openai-t?-7b353836bca8 -> gpt-image-1-mini (not listed in /v1/models)
removed: openai-t?-7b353836bca8 -> gpt-image-1.5 (not listed in /v1/models)
removed: openai-t?-7b353836bca8 -> chatgpt-image-latest (not listed in /v1/models)
removed: openai-t?-7b353836bca8 -> dall-e-3 (not listed in /v1/models)
removed: openai-t?-7b353836bca8 -> dall-e-2 (not listed in /v1/models)
removed: openai-t?-7b353836bca8 -> sora-2 (not listed in /v1/models)
removed: openai-t?-7b353836bca8 -> sora-2-pro (not listed in /v1/models)
removed: openai-t?-beda6706 -> gpt-image-1 (not listed in /v1/models)
removed: openai-t?-beda6706 -> gpt-image-1-mini (not listed in /v1/models)
removed: openai-t?-beda6706 -> gpt-image-1.5 (not listed in /v1/models)
removed: openai-t?-beda6706 -> chatgpt-image-latest (not listed in /v1/models)
removed: openai-t?-beda6706 -> dall-e-3 (not listed in /v1/models)
removed: openai-t?-beda6706 -> dall-e-2 (not listed in /v1/models)
removed: openai-t?-beda6706 -> sora-2 (not listed in /v1/models)
removed: openai-t?-beda6706 -> sora-2-pro (not listed in /v1/models)
removed: openai-t?-c2bb5c7a -> gpt-image-1 (not listed in /v1/models)
removed: openai-t?-c2bb5c7a -> gpt-image-1-mini (not listed in /v1/models)
removed: openai-t?-c2bb5c7a -> gpt-image-1.5 (not listed in /v1/models)
removed: openai-t?-c2bb5c7a -> chatgpt-image-latest (not listed in /v1/models)
removed: openai-t?-c2bb5c7a -> dall-e-3 (not listed in /v1/models)
removed: openai-t?-c2bb5c7a -> dall-e-2 (not listed in /v1/models)
removed: openai-t?-c2bb5c7a -> sora-2 (not listed in /v1/models)
removed: openai-t?-c2bb5c7a -> sora-2-pro (not listed in /v1/models)
removed: openai-t?-d0dd3cc4 -> gpt-image-1 (not listed in /v1/models)
removed: openai-t?-d0dd3cc4 -> gpt-image-1-mini (not listed in /v1/models)
removed: openai-t?-d0dd3cc4 -> gpt-image-1.5 (not listed in /v1/models)
removed: openai-t?-d0dd3cc4 -> chatgpt-image-latest (not listed in /v1/models)
removed: openai-t?-d0dd3cc4 -> dall-e-3 (not listed in /v1/models)
removed: openai-t?-d0dd3cc4 -> dall-e-2 (not listed in /v1/models)
removed: openai-t?-d0dd3cc4 -> sora-2 (not listed in /v1/models)
removed: openai-t?-d0dd3cc4 -> sora-2-pro (not listed in /v1/models)
ok: openai-t1-002 -> gpt-image-1
ok: openai-t1-002 -> gpt-image-1-mini
ok: openai-t1-002 -> gpt-image-1.5
ok: openai-t1-002 -> chatgpt-image-latest
ok: openai-t1-002 -> dall-e-3
ok: openai-t1-002 -> dall-e-2
ok: openai-t1-002 -> sora-2
ok: openai-t1-002 -> sora-2-pro
ok: openai-t1-004 -> gpt-image-1
ok: openai-t1-004 -> gpt-image-1-mini
ok: openai-t1-004 -> gpt-image-1.5
ok: openai-t1-004 -> chatgpt-image-latest
ok: openai-t1-004 -> dall-e-3
ok: openai-t1-004 -> dall-e-2
ok: openai-t1-004 -> sora-2
ok: openai-t1-004 -> sora-2-pro
ok: openai-t1-008 -> gpt-image-1
ok: openai-t1-008 -> gpt-image-1-mini
ok: openai-t1-008 -> gpt-image-1.5
ok: openai-t1-008 -> chatgpt-image-latest
ok: openai-t1-008 -> dall-e-3
ok: openai-t1-008 -> dall-e-2
ok: openai-t1-008 -> sora-2
ok: openai-t1-008 -> sora-2-pro
ok: openai-t1-009 -> gpt-image-1
ok: openai-t1-009 -> gpt-image-1-mini
ok: openai-t1-009 -> gpt-image-1.5
ok: openai-t1-009 -> chatgpt-image-latest
ok: openai-t1-009 -> dall-e-3
ok: openai-t1-009 -> dall-e-2
ok: openai-t1-009 -> sora-2
ok: openai-t1-009 -> sora-2-pro
ok: openai-t1-016 -> gpt-image-1
ok: openai-t1-016 -> gpt-image-1-mini
ok: openai-t1-016 -> gpt-image-1.5
ok: openai-t1-016 -> chatgpt-image-latest
ok: openai-t1-016 -> dall-e-3
ok: openai-t1-016 -> dall-e-2
ok: openai-t1-016 -> sora-2
ok: openai-t1-016 -> sora-2-pro
ok: openai-t1-017 -> gpt-image-1
ok: openai-t1-017 -> gpt-image-1-mini
ok: openai-t1-017 -> gpt-image-1.5
ok: openai-t1-017 -> chatgpt-image-latest
ok: openai-t1-017 -> dall-e-3
ok: openai-t1-017 -> dall-e-2
ok: openai-t1-017 -> sora-2
ok: openai-t1-017 -> sora-2-pro
ok: openai-t1-019 -> gpt-image-1
ok: openai-t1-019 -> gpt-image-1-mini
ok: openai-t1-019 -> gpt-image-1.5
ok: openai-t1-019 -> chatgpt-image-latest
ok: openai-t1-019 -> dall-e-3
ok: openai-t1-019 -> dall-e-2
ok: openai-t1-019 -> sora-2
ok: openai-t1-019 -> sora-2-pro
ok: openai-t1-020 -> gpt-image-1
ok: openai-t1-020 -> gpt-image-1-mini
ok: openai-t1-020 -> gpt-image-1.5
ok: openai-t1-020 -> chatgpt-image-latest
ok: openai-t1-020 -> dall-e-3
ok: openai-t1-020 -> dall-e-2
ok: openai-t1-020 -> sora-2
ok: openai-t1-020 -> sora-2-pro
removed: openai-t1-025 -> gpt-image-1 (not listed in /v1/models)
removed: openai-t1-025 -> gpt-image-1-mini (not listed in /v1/models)
removed: openai-t1-025 -> gpt-image-1.5 (not listed in /v1/models)
removed: openai-t1-025 -> chatgpt-image-latest (not listed in /v1/models)
removed: openai-t1-025 -> dall-e-3 (not listed in /v1/models)
removed: openai-t1-025 -> dall-e-2 (not listed in /v1/models)
removed: openai-t1-025 -> sora-2 (not listed in /v1/models)
removed: openai-t1-025 -> sora-2-pro (not listed in /v1/models)
ok: openai-t1-072ad1af -> gpt-image-1
ok: openai-t1-072ad1af -> gpt-image-1-mini
ok: openai-t1-072ad1af -> gpt-image-1.5
ok: openai-t1-072ad1af -> chatgpt-image-latest
ok: openai-t1-072ad1af -> dall-e-3
ok: openai-t1-072ad1af -> dall-e-2
ok: openai-t1-072ad1af -> sora-2
ok: openai-t1-072ad1af -> sora-2-pro
ok: openai-t1-08538593 -> gpt-image-1
ok: openai-t1-08538593 -> gpt-image-1-mini
ok: openai-t1-08538593 -> gpt-image-1.5
ok: openai-t1-08538593 -> chatgpt-image-latest
ok: openai-t1-08538593 -> dall-e-3
ok: openai-t1-08538593 -> dall-e-2
ok: openai-t1-08538593 -> sora-2
ok: openai-t1-08538593 -> sora-2-pro
ok: openai-t1-08f6fa2e -> gpt-image-1
ok: openai-t1-08f6fa2e -> gpt-image-1-mini
ok: openai-t1-08f6fa2e -> gpt-image-1.5
ok: openai-t1-08f6fa2e -> chatgpt-image-latest
ok: openai-t1-08f6fa2e -> dall-e-3
ok: openai-t1-08f6fa2e -> dall-e-2
ok: openai-t1-08f6fa2e -> sora-2
ok: openai-t1-08f6fa2e -> sora-2-pro
removed: openai-t1-1d4614c6 -> gpt-image-1 (not listed in /v1/models)
removed: openai-t1-1d4614c6 -> gpt-image-1-mini (not listed in /v1/models)
removed: openai-t1-1d4614c6 -> gpt-image-1.5 (not listed in /v1/models)
removed: openai-t1-1d4614c6 -> chatgpt-image-latest (not listed in /v1/models)
removed: openai-t1-1d4614c6 -> dall-e-3 (not listed in /v1/models)
removed: openai-t1-1d4614c6 -> dall-e-2 (not listed in /v1/models)
removed: openai-t1-1d4614c6 -> sora-2 (not listed in /v1/models)
removed: openai-t1-1d4614c6 -> sora-2-pro (not listed in /v1/models)
removed: openai-t1-26d27b06 -> gpt-image-1 (not listed in /v1/models)
removed: openai-t1-26d27b06 -> gpt-image-1-mini (not listed in /v1/models)
removed: openai-t1-26d27b06 -> gpt-image-1.5 (not listed in /v1/models)
removed: openai-t1-26d27b06 -> chatgpt-image-latest (not listed in /v1/models)
removed: openai-t1-26d27b06 -> dall-e-3 (not listed in /v1/models)
removed: openai-t1-26d27b06 -> dall-e-2 (not listed in /v1/models)
removed: openai-t1-26d27b06 -> sora-2 (not listed in /v1/models)
removed: openai-t1-26d27b06 -> sora-2-pro (not listed in /v1/models)
ok: openai-t1-2e47646a -> gpt-image-1
ok: openai-t1-2e47646a -> gpt-image-1-mini
ok: openai-t1-2e47646a -> gpt-image-1.5
ok: openai-t1-2e47646a -> chatgpt-image-latest
ok: openai-t1-2e47646a -> dall-e-3
ok: openai-t1-2e47646a -> dall-e-2
ok: openai-t1-2e47646a -> sora-2
ok: openai-t1-2e47646a -> sora-2-pro
ok: openai-t1-3e35e7298e70 -> gpt-image-1
ok: openai-t1-3e35e7298e70 -> gpt-image-1-mini
ok: openai-t1-3e35e7298e70 -> gpt-image-1.5
ok: openai-t1-3e35e7298e70 -> chatgpt-image-latest
ok: openai-t1-3e35e7298e70 -> dall-e-3
ok: openai-t1-3e35e7298e70 -> dall-e-2
ok: openai-t1-3e35e7298e70 -> sora-2
ok: openai-t1-3e35e7298e70 -> sora-2-pro
ok: openai-t1-3fb748d8 -> gpt-image-1
ok: openai-t1-3fb748d8 -> gpt-image-1-mini
ok: openai-t1-3fb748d8 -> gpt-image-1.5
ok: openai-t1-3fb748d8 -> chatgpt-image-latest
ok: openai-t1-3fb748d8 -> dall-e-3
ok: openai-t1-3fb748d8 -> dall-e-2
ok: openai-t1-3fb748d8 -> sora-2
ok: openai-t1-3fb748d8 -> sora-2-pro
ok: openai-t1-40b166b0 -> gpt-image-1
ok: openai-t1-40b166b0 -> gpt-image-1-mini
ok: openai-t1-40b166b0 -> gpt-image-1.5
ok: openai-t1-40b166b0 -> chatgpt-image-latest
ok: openai-t1-40b166b0 -> dall-e-3
ok: openai-t1-40b166b0 -> dall-e-2
ok: openai-t1-40b166b0 -> sora-2
ok: openai-t1-40b166b0 -> sora-2-pro
ok: openai-t1-41cb562e -> gpt-image-1
ok: openai-t1-41cb562e -> gpt-image-1-mini
ok: openai-t1-41cb562e -> gpt-image-1.5
ok: openai-t1-41cb562e -> chatgpt-image-latest
ok: openai-t1-41cb562e -> dall-e-3
ok: openai-t1-41cb562e -> dall-e-2
ok: openai-t1-41cb562e -> sora-2
ok: openai-t1-41cb562e -> sora-2-pro
ok: openai-t1-4429508e -> gpt-image-1
ok: openai-t1-4429508e -> gpt-image-1-mini
ok: openai-t1-4429508e -> gpt-image-1.5
ok: openai-t1-4429508e -> chatgpt-image-latest
ok: openai-t1-4429508e -> dall-e-3
ok: openai-t1-4429508e -> dall-e-2
ok: openai-t1-4429508e -> sora-2
ok: openai-t1-4429508e -> sora-2-pro
ok: openai-t1-4ca56c86 -> gpt-image-1
ok: openai-t1-4ca56c86 -> gpt-image-1-mini
ok: openai-t1-4ca56c86 -> gpt-image-1.5
ok: openai-t1-4ca56c86 -> chatgpt-image-latest
ok: openai-t1-4ca56c86 -> dall-e-3
ok: openai-t1-4ca56c86 -> dall-e-2
ok: openai-t1-4ca56c86 -> sora-2
ok: openai-t1-4ca56c86 -> sora-2-pro
ok: openai-t1-4f75e95c -> gpt-image-1
ok: openai-t1-4f75e95c -> gpt-image-1-mini
ok: openai-t1-4f75e95c -> gpt-image-1.5
ok: openai-t1-4f75e95c -> chatgpt-image-latest
ok: openai-t1-4f75e95c -> dall-e-3
ok: openai-t1-4f75e95c -> dall-e-2
ok: openai-t1-4f75e95c -> sora-2
ok: openai-t1-4f75e95c -> sora-2-pro
ok: openai-t1-5ac6e590 -> gpt-image-1
ok: openai-t1-5ac6e590 -> gpt-image-1-mini
ok: openai-t1-5ac6e590 -> gpt-image-1.5
ok: openai-t1-5ac6e590 -> chatgpt-image-latest
ok: openai-t1-5ac6e590 -> dall-e-3
ok: openai-t1-5ac6e590 -> dall-e-2
ok: openai-t1-5ac6e590 -> sora-2
ok: openai-t1-5ac6e590 -> sora-2-pro
ok: openai-t1-5d1d6827 -> gpt-image-1
ok: openai-t1-5d1d6827 -> gpt-image-1-mini
ok: openai-t1-5d1d6827 -> gpt-image-1.5
ok: openai-t1-5d1d6827 -> chatgpt-image-latest
ok: openai-t1-5d1d6827 -> dall-e-3
ok: openai-t1-5d1d6827 -> dall-e-2
ok: openai-t1-5d1d6827 -> sora-2
ok: openai-t1-5d1d6827 -> sora-2-pro
ok: openai-t1-70e77c36 -> gpt-image-1
ok: openai-t1-70e77c36 -> gpt-image-1-mini
ok: openai-t1-70e77c36 -> gpt-image-1.5
ok: openai-t1-70e77c36 -> chatgpt-image-latest
ok: openai-t1-70e77c36 -> dall-e-3
ok: openai-t1-70e77c36 -> dall-e-2
ok: openai-t1-70e77c36 -> sora-2
ok: openai-t1-70e77c36 -> sora-2-pro
ok: openai-t1-75ffaf95 -> gpt-image-1
ok: openai-t1-75ffaf95 -> gpt-image-1-mini
ok: openai-t1-75ffaf95 -> gpt-image-1.5
ok: openai-t1-75ffaf95 -> chatgpt-image-latest
ok: openai-t1-75ffaf95 -> dall-e-3
ok: openai-t1-75ffaf95 -> dall-e-2
ok: openai-t1-75ffaf95 -> sora-2
ok: openai-t1-75ffaf95 -> sora-2-pro
ok: openai-t1-76cbb434 -> gpt-image-1
ok: openai-t1-76cbb434 -> gpt-image-1-mini
ok: openai-t1-76cbb434 -> gpt-image-1.5
ok: openai-t1-76cbb434 -> chatgpt-image-latest
ok: openai-t1-76cbb434 -> dall-e-3
ok: openai-t1-76cbb434 -> dall-e-2
ok: openai-t1-76cbb434 -> sora-2
ok: openai-t1-76cbb434 -> sora-2-pro
ok: openai-t1-7d650115 -> gpt-image-1
ok: openai-t1-7d650115 -> gpt-image-1-mini
ok: openai-t1-7d650115 -> gpt-image-1.5
ok: openai-t1-7d650115 -> chatgpt-image-latest
ok: openai-t1-7d650115 -> dall-e-3
ok: openai-t1-7d650115 -> dall-e-2
ok: openai-t1-7d650115 -> sora-2
ok: openai-t1-7d650115 -> sora-2-pro
ok: openai-t1-7ddf0d58 -> gpt-image-1
ok: openai-t1-7ddf0d58 -> gpt-image-1-mini
ok: openai-t1-7ddf0d58 -> gpt-image-1.5
ok: openai-t1-7ddf0d58 -> chatgpt-image-latest
ok: openai-t1-7ddf0d58 -> dall-e-3
ok: openai-t1-7ddf0d58 -> dall-e-2
ok: openai-t1-7ddf0d58 -> sora-2
ok: openai-t1-7ddf0d58 -> sora-2-pro
ok: openai-t1-8147b58b -> gpt-image-1
ok: openai-t1-8147b58b -> gpt-image-1-mini
ok: openai-t1-8147b58b -> gpt-image-1.5
ok: openai-t1-8147b58b -> chatgpt-image-latest
ok: openai-t1-8147b58b -> dall-e-3
ok: openai-t1-8147b58b -> dall-e-2
ok: openai-t1-8147b58b -> sora-2
ok: openai-t1-8147b58b -> sora-2-pro
ok: openai-t1-8d27d057 -> gpt-image-1
ok: openai-t1-8d27d057 -> gpt-image-1-mini
ok: openai-t1-8d27d057 -> gpt-image-1.5
ok: openai-t1-8d27d057 -> chatgpt-image-latest
ok: openai-t1-8d27d057 -> dall-e-3
ok: openai-t1-8d27d057 -> dall-e-2
ok: openai-t1-8d27d057 -> sora-2
ok: openai-t1-8d27d057 -> sora-2-pro
ok: openai-t1-8e0cc2d3 -> gpt-image-1
ok: openai-t1-8e0cc2d3 -> gpt-image-1-mini
ok: openai-t1-8e0cc2d3 -> gpt-image-1.5
ok: openai-t1-8e0cc2d3 -> chatgpt-image-latest
ok: openai-t1-8e0cc2d3 -> dall-e-3
ok: openai-t1-8e0cc2d3 -> dall-e-2
ok: openai-t1-8e0cc2d3 -> sora-2
ok: openai-t1-8e0cc2d3 -> sora-2-pro
ok: openai-t1-92d856db -> gpt-image-1
ok: openai-t1-92d856db -> gpt-image-1-mini
ok: openai-t1-92d856db -> gpt-image-1.5
ok: openai-t1-92d856db -> chatgpt-image-latest
ok: openai-t1-92d856db -> dall-e-3
ok: openai-t1-92d856db -> dall-e-2
ok: openai-t1-92d856db -> sora-2
ok: openai-t1-92d856db -> sora-2-pro
ok: openai-t1-97d49f5c -> gpt-image-1
ok: openai-t1-97d49f5c -> gpt-image-1-mini
ok: openai-t1-97d49f5c -> gpt-image-1.5
ok: openai-t1-97d49f5c -> chatgpt-image-latest
ok: openai-t1-97d49f5c -> dall-e-3
ok: openai-t1-97d49f5c -> dall-e-2
ok: openai-t1-97d49f5c -> sora-2
ok: openai-t1-97d49f5c -> sora-2-pro
ok: openai-t1-99540c25 -> gpt-image-1
ok: openai-t1-99540c25 -> gpt-image-1-mini
ok: openai-t1-99540c25 -> gpt-image-1.5
ok: openai-t1-99540c25 -> chatgpt-image-latest
ok: openai-t1-99540c25 -> dall-e-3
ok: openai-t1-99540c25 -> dall-e-2
ok: openai-t1-99540c25 -> sora-2
ok: openai-t1-99540c25 -> sora-2-pro
ok: openai-t1-a1393f8f -> gpt-image-1
ok: openai-t1-a1393f8f -> gpt-image-1-mini
ok: openai-t1-a1393f8f -> gpt-image-1.5
ok: openai-t1-a1393f8f -> chatgpt-image-latest
ok: openai-t1-a1393f8f -> dall-e-3
ok: openai-t1-a1393f8f -> dall-e-2
ok: openai-t1-a1393f8f -> sora-2
ok: openai-t1-a1393f8f -> sora-2-pro
ok: openai-t1-a8aef950 -> gpt-image-1
ok: openai-t1-a8aef950 -> gpt-image-1-mini
ok: openai-t1-a8aef950 -> gpt-image-1.5
ok: openai-t1-a8aef950 -> chatgpt-image-latest
ok: openai-t1-a8aef950 -> dall-e-3
ok: openai-t1-a8aef950 -> dall-e-2
ok: openai-t1-a8aef950 -> sora-2
ok: openai-t1-a8aef950 -> sora-2-pro
ok: openai-t1-abb78583 -> gpt-image-1
ok: openai-t1-abb78583 -> gpt-image-1-mini
ok: openai-t1-abb78583 -> gpt-image-1.5
ok: openai-t1-abb78583 -> chatgpt-image-latest
ok: openai-t1-abb78583 -> dall-e-3
ok: openai-t1-abb78583 -> dall-e-2
ok: openai-t1-abb78583 -> sora-2
ok: openai-t1-abb78583 -> sora-2-pro
ok: openai-t1-ade9a047 -> gpt-image-1
ok: openai-t1-ade9a047 -> gpt-image-1-mini
ok: openai-t1-ade9a047 -> gpt-image-1.5
ok: openai-t1-ade9a047 -> chatgpt-image-latest
ok: openai-t1-ade9a047 -> dall-e-3
ok: openai-t1-ade9a047 -> dall-e-2
ok: openai-t1-ade9a047 -> sora-2
ok: openai-t1-ade9a047 -> sora-2-pro
ok: openai-t1-b49dd146 -> gpt-image-1
ok: openai-t1-b49dd146 -> gpt-image-1-mini
ok: openai-t1-b49dd146 -> gpt-image-1.5
ok: openai-t1-b49dd146 -> chatgpt-image-latest
ok: openai-t1-b49dd146 -> dall-e-3
ok: openai-t1-b49dd146 -> dall-e-2
ok: openai-t1-b49dd146 -> sora-2
ok: openai-t1-b49dd146 -> sora-2-pro
ok: openai-t1-b8c8173c -> gpt-image-1
ok: openai-t1-b8c8173c -> gpt-image-1-mini
ok: openai-t1-b8c8173c -> gpt-image-1.5
ok: openai-t1-b8c8173c -> chatgpt-image-latest
ok: openai-t1-b8c8173c -> dall-e-3
ok: openai-t1-b8c8173c -> dall-e-2
ok: openai-t1-b8c8173c -> sora-2
ok: openai-t1-b8c8173c -> sora-2-pro
ok: openai-t1-b9d183d47db6 -> gpt-image-1
ok: openai-t1-b9d183d47db6 -> gpt-image-1-mini
ok: openai-t1-b9d183d47db6 -> gpt-image-1.5
ok: openai-t1-b9d183d47db6 -> chatgpt-image-latest
ok: openai-t1-b9d183d47db6 -> dall-e-3
ok: openai-t1-b9d183d47db6 -> dall-e-2
ok: openai-t1-b9d183d47db6 -> sora-2
ok: openai-t1-b9d183d47db6 -> sora-2-pro
ok: openai-t1-bda13560 -> gpt-image-1
ok: openai-t1-bda13560 -> gpt-image-1-mini
ok: openai-t1-bda13560 -> gpt-image-1.5
ok: openai-t1-bda13560 -> chatgpt-image-latest
ok: openai-t1-bda13560 -> dall-e-3
ok: openai-t1-bda13560 -> dall-e-2
ok: openai-t1-bda13560 -> sora-2
ok: openai-t1-bda13560 -> sora-2-pro
ok: openai-t1-bdd5f103 -> gpt-image-1
ok: openai-t1-bdd5f103 -> gpt-image-1-mini
ok: openai-t1-bdd5f103 -> gpt-image-1.5
ok: openai-t1-bdd5f103 -> chatgpt-image-latest
ok: openai-t1-bdd5f103 -> dall-e-3
ok: openai-t1-bdd5f103 -> dall-e-2
ok: openai-t1-bdd5f103 -> sora-2
ok: openai-t1-bdd5f103 -> sora-2-pro
ok: openai-t1-c3d7e1f8 -> gpt-image-1
ok: openai-t1-c3d7e1f8 -> gpt-image-1-mini
ok: openai-t1-c3d7e1f8 -> gpt-image-1.5
ok: openai-t1-c3d7e1f8 -> chatgpt-image-latest
ok: openai-t1-c3d7e1f8 -> dall-e-3
ok: openai-t1-c3d7e1f8 -> dall-e-2
ok: openai-t1-c3d7e1f8 -> sora-2
ok: openai-t1-c3d7e1f8 -> sora-2-pro
ok: openai-t1-c77437a7 -> gpt-image-1
ok: openai-t1-c77437a7 -> gpt-image-1-mini
ok: openai-t1-c77437a7 -> gpt-image-1.5
ok: openai-t1-c77437a7 -> chatgpt-image-latest
ok: openai-t1-c77437a7 -> dall-e-3
ok: openai-t1-c77437a7 -> dall-e-2
ok: openai-t1-c77437a7 -> sora-2
ok: openai-t1-c77437a7 -> sora-2-pro
ok: openai-t1-c8945a68 -> gpt-image-1
ok: openai-t1-c8945a68 -> gpt-image-1-mini
ok: openai-t1-c8945a68 -> gpt-image-1.5
ok: openai-t1-c8945a68 -> chatgpt-image-latest
ok: openai-t1-c8945a68 -> dall-e-3
ok: openai-t1-c8945a68 -> dall-e-2
ok: openai-t1-c8945a68 -> sora-2
ok: openai-t1-c8945a68 -> sora-2-pro
ok: openai-t1-c8dbde43 -> gpt-image-1
ok: openai-t1-c8dbde43 -> gpt-image-1-mini
ok: openai-t1-c8dbde43 -> gpt-image-1.5
ok: openai-t1-c8dbde43 -> chatgpt-image-latest
ok: openai-t1-c8dbde43 -> dall-e-3
ok: openai-t1-c8dbde43 -> dall-e-2
ok: openai-t1-c8dbde43 -> sora-2
ok: openai-t1-c8dbde43 -> sora-2-pro
ok: openai-t1-cd732684 -> gpt-image-1
ok: openai-t1-cd732684 -> gpt-image-1-mini
ok: openai-t1-cd732684 -> gpt-image-1.5
ok: openai-t1-cd732684 -> chatgpt-image-latest
ok: openai-t1-cd732684 -> dall-e-3
ok: openai-t1-cd732684 -> dall-e-2
ok: openai-t1-cd732684 -> sora-2
ok: openai-t1-cd732684 -> sora-2-pro
ok: openai-t1-d37d185b -> gpt-image-1
ok: openai-t1-d37d185b -> gpt-image-1-mini
ok: openai-t1-d37d185b -> gpt-image-1.5
ok: openai-t1-d37d185b -> chatgpt-image-latest
ok: openai-t1-d37d185b -> dall-e-3
ok: openai-t1-d37d185b -> dall-e-2
ok: openai-t1-d37d185b -> sora-2
ok: openai-t1-d37d185b -> sora-2-pro
ok: openai-t1-d9532547 -> gpt-image-1
ok: openai-t1-d9532547 -> gpt-image-1-mini
ok: openai-t1-d9532547 -> gpt-image-1.5
ok: openai-t1-d9532547 -> chatgpt-image-latest
ok: openai-t1-d9532547 -> dall-e-3
ok: openai-t1-d9532547 -> dall-e-2
ok: openai-t1-d9532547 -> sora-2
ok: openai-t1-d9532547 -> sora-2-pro
ok: openai-t1-da914644 -> gpt-image-1
ok: openai-t1-da914644 -> gpt-image-1-mini
ok: openai-t1-da914644 -> gpt-image-1.5
ok: openai-t1-da914644 -> chatgpt-image-latest
ok: openai-t1-da914644 -> dall-e-3
ok: openai-t1-da914644 -> dall-e-2
ok: openai-t1-da914644 -> sora-2
ok: openai-t1-da914644 -> sora-2-pro
ok: openai-t1-e03e9674 -> gpt-image-1
ok: openai-t1-e03e9674 -> gpt-image-1-mini
ok: openai-t1-e03e9674 -> gpt-image-1.5
ok: openai-t1-e03e9674 -> chatgpt-image-latest
ok: openai-t1-e03e9674 -> dall-e-3
ok: openai-t1-e03e9674 -> dall-e-2
ok: openai-t1-e03e9674 -> sora-2
ok: openai-t1-e03e9674 -> sora-2-pro
ok: openai-t1-e1b040a8 -> gpt-image-1
ok: openai-t1-e1b040a8 -> gpt-image-1-mini
ok: openai-t1-e1b040a8 -> gpt-image-1.5
ok: openai-t1-e1b040a8 -> chatgpt-image-latest
ok: openai-t1-e1b040a8 -> dall-e-3
ok: openai-t1-e1b040a8 -> dall-e-2
ok: openai-t1-e1b040a8 -> sora-2
ok: openai-t1-e1b040a8 -> sora-2-pro
ok: openai-t1-e5f4a5e3 -> gpt-image-1
ok: openai-t1-e5f4a5e3 -> gpt-image-1-mini
ok: openai-t1-e5f4a5e3 -> gpt-image-1.5
ok: openai-t1-e5f4a5e3 -> chatgpt-image-latest
ok: openai-t1-e5f4a5e3 -> dall-e-3
ok: openai-t1-e5f4a5e3 -> dall-e-2
ok: openai-t1-e5f4a5e3 -> sora-2
ok: openai-t1-e5f4a5e3 -> sora-2-pro
ok: openai-t1-ea75b60b -> gpt-image-1
ok: openai-t1-ea75b60b -> gpt-image-1-mini
ok: openai-t1-ea75b60b -> gpt-image-1.5
ok: openai-t1-ea75b60b -> chatgpt-image-latest
ok: openai-t1-ea75b60b -> dall-e-3
ok: openai-t1-ea75b60b -> dall-e-2
ok: openai-t1-ea75b60b -> sora-2
ok: openai-t1-ea75b60b -> sora-2-pro
ok: openai-t1-eae22690 -> gpt-image-1
ok: openai-t1-eae22690 -> gpt-image-1-mini
ok: openai-t1-eae22690 -> gpt-image-1.5
ok: openai-t1-eae22690 -> chatgpt-image-latest
ok: openai-t1-eae22690 -> dall-e-3
ok: openai-t1-eae22690 -> dall-e-2
ok: openai-t1-eae22690 -> sora-2
ok: openai-t1-eae22690 -> sora-2-pro
ok: openai-t1-eb46db6b -> gpt-image-1
ok: openai-t1-eb46db6b -> gpt-image-1-mini
ok: openai-t1-eb46db6b -> gpt-image-1.5
ok: openai-t1-eb46db6b -> chatgpt-image-latest
ok: openai-t1-eb46db6b -> dall-e-3
ok: openai-t1-eb46db6b -> dall-e-2
ok: openai-t1-eb46db6b -> sora-2
ok: openai-t1-eb46db6b -> sora-2-pro
ok: openai-t1-efec5711 -> gpt-image-1
ok: openai-t1-efec5711 -> gpt-image-1-mini
ok: openai-t1-efec5711 -> gpt-image-1.5
ok: openai-t1-efec5711 -> chatgpt-image-latest
ok: openai-t1-efec5711 -> dall-e-3
ok: openai-t1-efec5711 -> dall-e-2
ok: openai-t1-efec5711 -> sora-2
ok: openai-t1-efec5711 -> sora-2-pro
ok: openai-t1-f4490b16 -> gpt-image-1
ok: openai-t1-f4490b16 -> gpt-image-1-mini
ok: openai-t1-f4490b16 -> gpt-image-1.5
ok: openai-t1-f4490b16 -> chatgpt-image-latest
ok: openai-t1-f4490b16 -> dall-e-3
ok: openai-t1-f4490b16 -> dall-e-2
ok: openai-t1-f4490b16 -> sora-2
ok: openai-t1-f4490b16 -> sora-2-pro
ok: openai-t1-fd2759a6 -> gpt-image-1
ok: openai-t1-fd2759a6 -> gpt-image-1-mini
ok: openai-t1-fd2759a6 -> gpt-image-1.5
ok: openai-t1-fd2759a6 -> chatgpt-image-latest
ok: openai-t1-fd2759a6 -> dall-e-3
ok: openai-t1-fd2759a6 -> dall-e-2
ok: openai-t1-fd2759a6 -> sora-2
ok: openai-t1-fd2759a6 -> sora-2-pro
ok: openai-t3-027 -> gpt-image-1
ok: openai-t3-027 -> gpt-image-1-mini
ok: openai-t3-027 -> gpt-image-1.5
ok: openai-t3-027 -> chatgpt-image-latest
ok: openai-t3-027 -> dall-e-3
ok: openai-t3-027 -> dall-e-2
ok: openai-t3-027 -> sora-2
ok: openai-t3-027 -> sora-2-pro
ok: openai-t3-0738a41a -> gpt-image-1
